,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2035,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2039,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2045,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2048,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2053,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2056,length_of_stay_over_5_days,0.3666420391577392,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.735586
1         NaN
dtype: float64","0         NaN
1    0.735586
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.264414
1         NaN
dtype: float64","0    0.735586
1    0.735586
dtype: float64",0.7943282239917544,0.5292263412504412,0.19360388958723496
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2058,length_of_stay_over_7_days,0.19686185700420575,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.842342
1         NaN
dtype: float64","0         NaN
1    0.842342
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.157658
1         NaN
dtype: float64","0    0.842342
1    0.842342
dtype: float64",0.7864957983193277,0.35374164712340217,0.13241310430793726
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2100,length_of_stay_over_14_days,0.04633732440840954,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.96036
1        NaN
dtype: float64","0        NaN
1    0.96036
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.03964
1        NaN
dtype: float64","0    0.96036
1    0.96036
dtype: float64",0.6374696187958384,0.08003343090692121,0.03806472550441848
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2103,readmitted30d,0.2166629687153317,2181,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.83127
1        NaN
dtype: float64","0        NaN
1    0.83127
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.16873
1        NaN
dtype: float64","0    0.83127
1    0.83127
dtype: float64",0.6967268399721815,0.32713691733866923,0.1400770392659238
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2106,readmitted0_5d,0.04422756486550821,2181,"0    0.974150
1    0.423913
dtype: float64","0    0.423913
1    0.974150
dtype: float64","0    0.974617
1    0.419355
dtype: float64","0    0.419355
1    0.974617
dtype: float64","0    0.576087
1    0.025850
dtype: float64","0    0.025850
1    0.576087
dtype: float64","0    0.025383
1    0.580645
dtype: float64","0    0.95094
1    0.95094
dtype: float64",0.7581794909151455,0.23661649377886765,0.040283978913339485
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2109,readmitted1d,0.047669086740542606,2181,"0    0.974531
1    0.400000
dtype: float64","0    0.400000
1    0.974531
dtype: float64","0    0.971264
1    0.430108
dtype: float64","0    0.430108
1    0.971264
dtype: float64","0    0.600000
1    0.025469
dtype: float64","0    0.025469
1    0.600000
dtype: float64","0    0.028736
1    0.569892
dtype: float64","0    0.948189
1    0.948189
dtype: float64",0.7849207111965402,0.23976579875016424,0.04362313586915368
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2112,readmitted3d,0.06506749538700593,2181,"0    0.975634
1    0.333333
dtype: float64","0    0.333333
1    0.975634
dtype: float64","0    0.958812
1    0.462366
dtype: float64","0    0.462366
1    0.958812
dtype: float64","0    0.666667
1    0.024366
dtype: float64","0    0.024366
1    0.666667
dtype: float64","0    0.041188
1    0.537634
dtype: float64","0    0.937643
1    0.937643
dtype: float64",0.7485606781812413,0.24748766184338783,0.05551044546275714
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2114,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
0,2019-03-19-2118,length_of_stay_over_3_days,0.9328631138975967,2220,"0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.514414
1         NaN
dtype: float64","0         NaN
1    0.514414
dtype: float64","0    1.0
1    0.0
dtype: float64","0    0.0
1    1.0
dtype: float64","0    0.485586
1         NaN
dtype: float64","0    0.514414
1    0.514414
dtype: float64",0.8318438504202826,0.7852576035546217,0.1866934177897875
,Time,Target,Threshold,Number of Patients,TPR,TNR,PPV,NPV,FPR,FNR,FDR,ACC,ROC AUC,Average Precision,Brier Score Loss
